bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_clean,authors_clean,publisher_clean,combined_text
9864,The Ground Beneath Her Feet,Salman Rushdie,3.79,0312254997,9780312254995,eng,576,9445,476,3/16/2000,Picador,the ground beneath her feet,salman rushdie,picador,the ground beneath her feet salman rushdie picador
9865,The Moor's Last Sigh,Salman Rushdie,3.93,009959241X,9780099592419,eng,434,10414,445,7/4/1996,Vintage,the moor s last sigh,salman rushdie,vintage,the moor s last sigh salman rushdie vintage
9866,Los Versos Satánicos,Salman Rushdie,3.71,8497598369,9788497598361,spa,679,1,0,8/30/2003,Debolsillo,los versos sata nicos,salman rushdie,debolsillo,los versos sata nicos salman rushdie debolsillo
9873,Dangling Man,Saul Bellow/Salman Rushdie,3.54,0140189351,9780140189353,eng,191,1718,103,10/1/1996,Penguin Classics,dangling man,saul bellow salman rushdie,penguin classics,dangling man saul bellow salman rushdie penguin classics
9875,Grimus,Salman Rushdie,3.41,0812969995,9780812969993,eng,320,2560,150,9/30/2003,Random House Trade,grimus,salman rushdie,random house trade,grimus salman rushdie random house trade
9888,Breakfast at Tiffany's,Truman Capote,3.89,0140274111,9780140274110,eng,157,2107,238,9/3/1998,Penguin Books,breakfast at tiffany s,truman capote,penguin books,breakfast at tiffany s truman capote penguin books
9897,Jesus' Son,Denis Johnson,4.09,041377242X,9780413772428,eng,192,321,30,1/23/2007,Methuen Publishing,jesus son,denis johnson,methuen publishing,jesus son denis johnson methuen publishing
9903,Angels,Denis Johnson,3.72,0099440830,9780099440833,eng,209,4263,227,3/6/2003,Vintage,angels,denis johnson,vintage,angels denis johnson vintage
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,0060926961,9780060926960,eng,225,562,33,1/1/1996,Harper Perennial,the throne of the third heaven of the nations millennium general assembly poems collected and new,denis johnson,harper perennial,the throne of the third heaven of the nations millennium general assembly poems collected and new denis johnson harper perennial
9908,The Stars at Noon,Denis Johnson,3.58,0060976101,9780060976101,eng,192,597,40,5/30/2000,Harper Perennial,the stars at noon,denis johnson,harper perennial,the stars at noon denis johnson harper perennial
9912,The Rules of Attraction,Bret Easton Ellis,3.68,067978148X,9780679781486,eng,283,35311,974,6/30/1998,Vintage Contemporaries,the rules of attraction,bret easton ellis,vintage contemporaries,the rules of attraction bret easton ellis vintage contemporaries
9913,Glamorama,Bret Easton Ellis,3.46,0375703845,9780375703843,eng,546,18181,669,3/21/2000,Vintage,glamorama,bret easton ellis,vintage,glamorama bret easton ellis vintage
9915,Less Than Zero,Bret Easton Ellis,3.58,0679781498,9780679781493,eng,208,55900,2543,6/9/2010,Vintage Books,less than zero,bret easton ellis,vintage books,less than zero bret easton ellis vintage books
9919,A Christmas Memory,Truman Capote,4.24,0375837892,9780375837890,eng,48,9982,849,10/10/2006,Knopf Books for Young Readers,a christmas memory,truman capote,knopf books for young readers,a christmas memory truman capote knopf books for young readers
9920,In Cold Blood,Truman Capote/Bob Colacello,4.07,0375507906,9780375507908,eng,343,3266,332,3/5/2002,Modern Library,in cold blood,truman capote bob colacello,modern library,in cold blood truman capote bob colacello modern library
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,1581821360,9781581821369,eng,135,29,3,10/1/2000,Cumberland House Publishing,the southern haunting of truman capote,james c simmons marie rudisill,cumberland house publishing,the southern haunting of truman capote james c simmons marie rudisill cumberland house publishing
9922,Summer Crossing,Truman Capote,3.44,0812975936,9780812975932,eng,142,5274,428,9/28/2006,Modern Library,summer crossing,truman capote,modern library,summer crossing truman capote modern library
9923,Answered Prayers,Truman Capote,3.49,0141185937,9780141185934,eng,192,102,17,10/25/2001,Penguin Classics,answered prayers,truman capote,penguin classics,answered prayers truman capote penguin classics
9924,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,9780679745570,eng,272,4533,188,9/28/1993,Vintage,the grass harp including a tree of night and other stories,truman capote,vintage,the grass harp including a tree of night and other stories truman capote vintage
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,0962088110,9780962088117,eng,151,406,30,8/25/2006,Windsor Golden Series,from babylon to timbuktu a history of the ancient black races including the black hebrews,rudolph r windsor el hagahn,windsor golden series,from babylon to timbuktu a history of the ancient black races including the black hebrews rudolph r windsor el hagahn windsor golden series
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,0792274571,9780792274575,eng,320,542,65,11/1/2004,National Geographic Society,cruelest journey six hundred miles to timbuktu,kira salak,national geographic society,cruelest journey six hundred miles to timbuktu kira salak national geographic society
9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,0385280793,9780385280792,eng,304,727,23,7/15/1972,Delta,between time and timbuktu or prometheus 5,kurt vonnegut jr,delta,between time and timbuktu or prometheus 5 kurt vonnegut jr delta
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,1594201080,9781594201080,eng,288,996,98,9/7/2006,Penguin Press HC  The,murder in amsterdam the death of theo van gogh and the limits of tolerance,ian buruma,penguin press hc the,murder in amsterdam the death of theo van gogh and the limits of tolerance ian buruma penguin press hc the
9957,The Cement Garden,Ian McEwan,3.54,0099468387,9780099468387,eng,144,18376,1022,8/5/2004,Vintage,the cement garden,ian mcewan,vintage,the cement garden ian mcewan vintage
9961,Atonement,Ian McEwan,3.9,0099429799,9780099429791,eng,372,4844,506,5/2/2002,Vintage,atonement,ian mcewan,vintage,atonement ian mcewan vintage
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.43,0879074493,9780879074494,eng,165,7,1,11/1/1989,Cistercian Publications,gertrud the great of helfta spiritual exercises,gertrude the great gertrud jaron lewis,cistercian publications,gertrud the great of helfta spiritual exercises gertrude the great gertrud jaron lewis cistercian publications
9975,Gertrud,Hermann Hesse,3.85,3518373900,9783518373903,ger,180,134,5,1/1/1983,Suhrkamp,gertrud,hermann hesse,suhrkamp,gertrud hermann hesse suhrkamp
9981,Der Prozess,Franz Kafka,3.98,0805232117,9780805232110,ger,0,2,0,5/5/1988,Schocken,der prozess,franz kafka,schocken,der prozess franz kafka schocken
9987,Naokos Lächeln,Haruki Murakami/Ursula Gräfe,4.03,3442730503,9783442730506,ger,416,1254,63,2/1/2003,btb,naokos lächeln,haruki murakami ursula gräfe,btb,naokos lächeln haruki murakami ursula gräfe btb
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,0375726527,9780375726521,eng,304,1398,105,12/4/2001,Vintage,the ruined map,kōbō abe e dale saunders,vintage,the ruined map kōbō abe e dale saunders vintage
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,0375726535,9780375726538,eng,238,2584,153,2/4/2003,Vintage,the face of another,kōbō abe e dale saunders,vintage,the face of another kōbō abe e dale saunders vintage
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,0231082819,9780231082815,eng,233,83,4,3/1/1997,Columbia University Press,three plays involuntary homicide the green stockings the ghost is here,kōbō abe donald keene,columbia university press,three plays involuntary homicide the green stockings the ghost is here kōbō abe donald keene columbia university press
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,0375726543,9780375726545,eng,192,989,82,7/9/2002,Vintage,secret rendezvous,kōbō abe juliet winters carpenter,vintage,secret rendezvous kōbō abe juliet winters carpenter vintage
10006,Oracle Night,Paul Auster,3.78,0965913228,9780965913225,eng,245,9941,462,12/2/2003,Henry Holt,oracle night,paul auster,henry holt,oracle night paul auster henry holt
10008,Eleanor Rigby,Douglas Coupland,3.65,1582346437,9781582346434,eng,272,8517,372,5/30/2006,Bloomsbury USA,eleanor rigby,douglas coupland,bloomsbury usa,eleanor rigby douglas coupland bloomsbury usa
10009,Homo Faber,Max Frisch,3.74,0156421356,9780156421355,eng,228,12491,267,5/1/1994,Mariner Books,homo faber,max frisch,mariner books,homo faber max frisch mariner books
10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,3804417833,9783804417830,ger,104,4,0,5/11/2002,C. Bange,erla uterungen zu max frisch homo faber,bernd matzkowski,c bange,erla uterungen zu max frisch homo faber bernd matzkowski c bange
10023,Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,9783458340447,ger,298,37,5,1/1/1995,Insel,homo faber ein bericht,max frisch,insel,homo faber ein bericht max frisch insel
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,1400076323,9781400076321,eng,512,190,8,5/27/2003,Vintage,the philosophy of jean paul sartre,jean paul sartre,vintage,the philosophy of jean paul sartre jean paul sartre vintage
10033,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,0415278481,9780415278485,eng,688,23344,267,8/28/2003,Routledge,being and nothingness,jean paul sartre hazel e barnes mary warnock richard eyre,routledge,being and nothingness jean paul sartre hazel e barnes mary warnock richard eyre routledge
10034,The Age of Reason,Jean-Paul Sartre,3.98,0679738959,9780679738954,eng,408,9477,313,7/7/1992,Vintage International,the age of reason,jean paul sartre,vintage international,the age of reason jean paul sartre vintage international
10040,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,3492207006,9783492207003,ger,358,1806,27,3/28/1999,Piper Verlag,die entdeckung der langsamkeit,sten nadolny,piper verlag,die entdeckung der langsamkeit sten nadolny piper verlag
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,0385481969,9780385481960,eng,512,8257,793,1/1/2001,Broadway Books,youth in revolt the journals of nick twisp,c d payne,broadway books,youth in revolt the journals of nick twisp c d payne broadway books
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.1,0449911411,9780449911419,eng,408,4746,298,9/29/1996,Ballantine Books,and i don t want to live this life a mother s story of her daughter s murder,deborah spungen,ballantine books,and i don t want to live this life a mother s story of her daughter s murder deborah spungen ballantine books
10057,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,0571145450,9780571145454,eng,143,140,5,12/31/1986,Faber & Faber,sid and nancy love kills,alex cox abbe wool,faber faber,sid and nancy love kills alex cox abbe wool faber faber
10058,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,0553384155,9780553384154,eng,382,45954,1297,8/29/2006,Bantam,flags of our fathers,james d bradley ron powers,bantam,flags of our fathers james d bradley ron powers bantam
10061,Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,4.17,0440229200,9780440229209,eng,224,255,28,8/1/2006,Laurel Leaf Library,flags of our fathers a young people s edition,michael r french ron powers james d bradley,laurel leaf library,flags of our fathers a young people s edition michael r french ron powers james d bradley laurel leaf library
10073,A Long Way Down,Nick Hornby,3.42,1594481938,9781594481932,eng,368,65202,3943,5/2/2006,Riverhead Books,a long way down,nick hornby,riverhead books,a long way down nick hornby riverhead books
10075,Clockwork (Cover to Cover),Philip Pullman,3.87,185549695X,9781855496958,eng,0,24,1,7/29/2002,BBC Audiobooks,clockwork cover to cover,philip pullman,bbc audiobooks,clockwork cover to cover philip pullman bbc audiobooks
10079,Mary Queen of Scots,Antonia Fraser,4.05,038531129X,9780385311298,eng,568,12235,306,9/1/1993,Delta,mary queen of scots,antonia fraser,delta,mary queen of scots antonia fraser delta
10080,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.04,0712664564,9780712664561,eng,640,4947,119,2/5/2004,Pimlico,mary queen of scots and the murder of lord darnley,alison weir,pimlico,mary queen of scots and the murder of lord darnley alison weir pimlico
10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,0946487502,9780946487509,eng,192,12,1,6/1/1999,Luath Press Ltd,on the trail of mary queen of scots,j keith cheetham,luath press ltd,on the trail of mary queen of scots j keith cheetham luath press ltd
10084,River of Blue Fire (Otherland  #2),Tad Williams,4.02,0886778441,9780886778446,eng,675,13383,235,9/1/1999,Daw Books,river of blue fire otherland 2,tad williams,daw books,river of blue fire otherland 2 tad williams daw books
10089,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.83,0439194040,9780439194044,eng,202,4825,148,5/1/2002,Scholastic,mary queen of scots queen without a country,kathryn lasky,scholastic,mary queen of scots queen without a country kathryn lasky scholastic
10090,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,0886779065,9780886779061,eng,749,13265,163,9/12/2000,Daw Books,mountain of black glass otherland 3,tad williams,daw books,mountain of black glass otherland 3 tad williams daw books
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,1860645887,9781860645884,eng,224,39,6,5/4/2001,Tauris Parke Paperbacks,mary queen of scots pride passion and a kingdom lost,jenny wormald,tauris parke paperbacks,mary queen of scots pride passion and a kingdom lost jenny wormald tauris parke paperbacks
10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,0618254110,9780618254118,eng,581,1882,155,4/7/2004,Houghton Mifflin,queen of scots the true life of mary stuart,john guy,houghton mifflin,queen of scots the true life of mary stuart john guy houghton mifflin
10105,The Last Wife of Henry VIII,Carolly Erickson,3.89,0312352182,9780312352189,en-US,326,10702,366,10/3/2006,St. Martin's Press,the last wife of henry viii,carolly erickson,st martin s press,the last wife of henry viii carolly erickson st martin s press
10106,The Children of Henry VIII,Alison Weir,4.05,0345407865,9780345407863,eng,385,11134,418,7/8/1997,Ballantine Books,the children of henry viii,alison weir,ballantine books,the children of henry viii alison weir ballantine books
10107,The Last Days of Henry VIII,Robert Hutchinson,4.14,0060837330,9780060837334,eng,368,1523,23,9/20/2005,William Morrow,the last days of henry viii,robert hutchinson,william morrow,the last days of henry viii robert hutchinson william morrow
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,0312194390,9780312194390,eng,939,24108,822,9/15/1998,Griffin,the autobiography of henry viii with notes by his fool will somers,margaret george,griffin,the autobiography of henry viii with notes by his fool will somers margaret george griffin
10112,Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,0140714758,9780140714753,eng,126,93,14,8/1/2001,Penguin Classics,henry viii shakespeare pelican,william shakespeare stephen orgel,penguin classics,henry viii shakespeare pelican william shakespeare stephen orgel penguin classics
10115,The Memoirs of Cleopatra,Margaret George,4.18,0330353829,9780330353823,eng,1139,15616,913,1/10/1998,MacMillan General Books,the memoirs of cleopatra,margaret george,macmillan general books,the memoirs of cleopatra margaret george macmillan general books
10118,Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,4.18,0316367958,9780316367950,eng,32,6935,389,9/4/1990,Little  Brown Books for Young Readers,saint george and the dragon,margaret hodges trina schart hyman,little brown books for young readers,saint george and the dragon margaret hodges trina schart hyman little brown books for young readers
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,0312337078,9780312337070,eng,261,3668,419,3/7/2006,St. Martin's Griffin,kiss me like a stranger my search for love and art,gene wilder,st martin s griffin,kiss me like a stranger my search for love and art gene wilder st martin s griffin
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3.8,3499222507,9783499222504,ger,218,44,2,8/1/1998,Rowohlt Tb,wie ich eines schönen morgens im april das 100 ige mädchen sah,haruki murakami nora bierich,rowohlt tb,wie ich eines schönen morgens im april das 100 ige mädchen sah haruki murakami nora bierich rowohlt tb
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,1593080344,9781593080341,eng,709,26794,278,9/1/2003,Barnes  Noble Classics,the complete sherlock holmes volume i,arthur conan doyle kyle freeman,barnes noble classics,the complete sherlock holmes volume i arthur conan doyle kyle freeman barnes noble classics
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,1593080409,9781593080402,eng,709,874,57,10/1/2003,Barnes  Noble Classics,the complete sherlock holmes volume ii,arthur conan doyle kyle freeman,barnes noble classics,the complete sherlock holmes volume ii arthur conan doyle kyle freeman barnes noble classics
10156,The Last of Her Kind,Sigrid Nunez,3.72,0312425945,9780312425944,eng,391,1459,242,12/12/2006,Picador USA,the last of her kind,sigrid nunez,picador usa,the last of her kind sigrid nunez picador usa
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,0449908976,9780449908976,en-US,432,501,36,1/3/1994,Ballantine Books,anatomy of love a natural history of mating marriage and why we stray,helen fisher,ballantine books,anatomy of love a natural history of mating marriage and why we stray helen fisher ballantine books
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.0,189491712X,9781894917124,eng,320,63,11,10/1/2004,Napoleon and Co,the devil s in the details a camilla macphee mystery 4,mary jane maffini,napoleon and co,the devil s in the details a camilla macphee mystery 4 mary jane maffini napoleon and co
10172,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,1565117727,9781565117723,eng,5,81,19,5/19/2004,Highbridge Audio,wigfield the can do town that just may not,amy sedaris stephen colbert paul dinello,highbridge audio,wigfield the can do town that just may not amy sedaris stephen colbert paul dinello highbridge audio
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,0822216310,9780822216315,eng,54,584,34,12/1/1998,Dramatists Play Service,the santaland diaries and season s greetings,david sedaris joe mantello,dramatists play service,the santaland diaries and season s greetings david sedaris joe mantello dramatists play service
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,0312306180,9780312306182,en-US,272,1307,178,9/14/2002,St. Martin's Griffin,jenny and the jaws of life short stories,jincy willett david sedaris,st martin s griffin,jenny and the jaws of life short stories jincy willett david sedaris st martin s griffin
10200,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0.0,8644101277,9788644101277,srp,222,0,0,1/1/1996,"Izdavačka agencija ""Draganić""",venac sonetnih venaca puz eva srma,dobrica erić,izdavačka agencija draganic,venac sonetnih venaca puz eva srma dobrica erić izdavačka agencija draganic
10203,View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,4.33,0156002167,9780156002165,eng,214,3479,211,5/26/1995,Mariner Books,view with a grain of sand selected poems,wisława szymborska stanisław barańczak clare cavanagh,mariner books,view with a grain of sand selected poems wisława szymborska stanisław barańczak clare cavanagh mariner books
10204,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,0571191630,9780571191635,eng,214,33,7,10/23/1996,Faber  Faber,view with a grain of sand selected poems,wisława szymborska,faber faber,view with a grain of sand selected poems wisława szymborska faber faber
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,0156011468,9780156011464,eng,296,2561,120,11/16/2000,Mariner Books,poems new and collected,wisława szymborska clare cavanagh,mariner books,poems new and collected wisława szymborska clare cavanagh mariner books
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,0691013802,9780691013800,eng,232,229,22,8/21/1981,Princeton University Press,sounds feelings thoughts seventy poems by wislawa szymborska,wisława szymborska magnus j kruyski,princeton university press,sounds feelings thoughts seventy poems by wislawa szymborska wisława szymborska magnus j kruyski princeton university press
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,0393323854,9780393323856,eng,159,482,47,11/17/2002,W. W. Norton  Company,miracle fair selected poems,wisława szymborska joanna trzeciak czesław miłosz,w w norton company,miracle fair selected poems wisława szymborska joanna trzeciak czesław miłosz w w norton company
10210,Jane Eyre,Charlotte Brontë/Michael Mason,4.12,0142437204,9780142437209,eng,532,1409369,27884,2/4/2003,Penguin,jane eyre,charlotte brontë michael mason,penguin,jane eyre charlotte brontë michael mason penguin
10215,The Far Pavilions,M.M. Kaye,4.21,0517333414,9780517333419,eng,0,19,4,12/12/1988,Random House Value Publishing,the far pavilions,m m kaye,random house value publishing,the far pavilions m m kaye random house value publishing
10217,Death in Kashmir,M.M. Kaye,3.95,0312263104,9780312263102,eng,256,1511,104,12/1/2000,St. Martins Press-3PL,death in kashmir,m m kaye,st martins press 3pl,death in kashmir m m kaye st martins press 3pl
10219,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,0312049994,9780312049997,en-US,454,249,39,9/1/1990,St. Martin's Press,the sun in the morning my early years in india and england,m m kaye,st martin s press,the sun in the morning my early years in india and england m m kaye st martin s press
10220,Death in the Andamans,M.M. Kaye,3.93,0312252811,9780312252816,eng,272,845,57,2/11/2000,Minotaur Books,death in the andamans,m m kaye,minotaur books,death in the andamans m m kaye minotaur books
10221,Death in Berlin,M.M. Kaye,3.89,0312263082,9780312263089,eng,272,889,62,6/8/2000,Minotaur Books,death in berlin,m m kaye,minotaur books,death in berlin m m kaye minotaur books
10222,The Far Pavilions,M.M. Kaye,4.21,031215125X,9780312151256,en-US,958,37064,1028,1/15/1997,St. Martin's Griffin,the far pavilions,m m kaye,st martin s griffin,the far pavilions m m kaye st martin s griffin
10224,Enchanted Evening,M.M. Kaye,4.38,0312265816,9780312265816,eng,368,99,11,12/5/2000,St. Martin's Press,enchanted evening,m m kaye,st martin s press,enchanted evening m m kaye st martin s press
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,0520243269,9780520243262,eng,438,3994,212,11/22/2004,University of California Press,pathologies of power health human rights and the new war on the poor,paul farmer amartya sen,university of california press,pathologies of power health human rights and the new war on the poor paul farmer amartya sen university of california press
10233,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,0520229134,9780520229136,eng,424,2534,80,2/23/2001,University of California Press,infections and inequalities the modern plagues,paul farmer,university of california press,infections and inequalities the modern plagues paul farmer university of california press
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,0812973011,9780812973013,eng,333,63813,4347,8/31/2004,Random House Trade,mountains beyond mountains the quest of dr paul farmer a man who would cure the world,tracy kidder,random house trade,mountains beyond mountains the quest of dr paul farmer a man who would cure the world tracy kidder random house trade
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,9781570625190,eng,366,14183,398,1/4/2000,Shambhala,the tao of physics an exploration of the parallels between modern physics and eastern mysticism,fritjof capra,shambhala,the tao of physics an exploration of the parallels between modern physics and eastern mysticism fritjof capra shambhala
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,0977795306,9780977795306,eng,374,1023,164,4/1/2007,Trine Day,dr mary s monkey how the unsolved murder of a doctor a secret laboratory in new orleans and cancer causing monkey viruses are linked to lee harvey oswald the jfk assassination and emerging global epidemics,edward t haslam jim marrs,trine day,dr mary s monkey how the unsolved murder of a doctor a secret laboratory in new orleans and cancer causing monkey viruses are linked to lee harvey oswald the jfk assassination and emerging global epidemics edward t haslam jim marrs trine day
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,9782884490474,en-US,174,13,2,7/1/1995,Routledge,the art of richard p feynman,michelle feynman,routledge,the art of richard p feynman michelle feynman routledge
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,4.03,080283972X,9780802839725,eng,243,238,29,8/28/2002,Eerdmans,the early history of god yahweh and the other deities in ancient israel,mark s smith patrick d miller,eerdmans,the early history of god yahweh and the other deities in ancient israel mark s smith patrick d miller eerdmans
10269,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,0520213688,9780520213685,eng,362,37,1,3/10/1998,University of California Press,haiti history and the gods,joan dayan colin dayan,university of california press,haiti history and the gods joan dayan colin dayan university of california press
10270,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,0195309685,9780195309683,eng,309,104,8,6/1/2006,Oxford University Press  USA,acts of god the unnatural history of natural disaster in america,ted steinberg,oxford university press usa,acts of god the unnatural history of natural disaster in america ted steinberg oxford university press usa
10285,The World's Religions,Huston Smith,4.07,0062508113,9780062508119,eng,416,8741,306,9/13/1991,HarperOne,the world s religions,huston smith,harperone,the world s religions huston smith harperone
10289,Introduction to World Religions,Christopher Partridge,3.78,0800637143,9780800637149,eng,495,44,4,3/24/2005,Augsburg Fortress Publishing,introduction to world religions,christopher partridge,augsburg fortress publishing,introduction to world religions christopher partridge augsburg fortress publishing
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4.0,140005477X,9781400054770,eng,352,481,45,9/28/2004,Crown Forum,fdr s folly how roosevelt and his new deal prolonged the great depression,jim powell,crown forum,fdr s folly how roosevelt and his new deal prolonged the great depression jim powell crown forum
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,0743262727,9780743262729,en-US,358,1341,88,8/8/2005,Simon  Schuster,folly and glory the berrybender narratives 4,larry mcmurtry,simon schuster,folly and glory the berrybender narratives 4 larry mcmurtry simon schuster
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,9780312426026,eng,432,6550,337,9/5/2006,Picador,the argumentative indian writings on indian history culture and identity,amartya sen,picador,the argumentative indian writings on indian history culture and identity amartya sen picador
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,0713996870,9780713996876,eng,391,29,7,6/28/2005,Allen Lane,argumentative indian writings on indian history culture and identity,amartya sen,allen lane,argumentative indian writings on indian history culture and identity amartya sen allen lane
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,1584795425,9781584795421,eng,160,48,12,10/1/2006,Stewart  Tabori and Chang,things to bring s t to do and other inventories of anxiety my life in lists,karen rizzo,stewart tabori and chang,things to bring s t to do and other inventories of anxiety my life in lists karen rizzo stewart tabori and chang
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,0060885734,9780060885731,eng,24,22,4,12/12/2006,Julie Andrews Collection,dumpy s valentine,julie andrews edwards emma walton hamilton tony walton ruby randig,julie andrews collection,dumpy s valentine julie andrews edwards emma walton hamilton tony walton ruby randig julie andrews collection
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,0061131628,9780061131622,eng,320,9944,846,8/15/2006,HarperCollins,mandy,julie andrews edwards johanna westerman,harpercollins,mandy julie andrews edwards johanna westerman harpercollins
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,1846162661,9781846162664,eng,32,15,3,6/1/2006,Orchard Books,giraffes can t dance,giles andreae guy parker rees hugh laurie,orchard books,giraffes can t dance giles andreae guy parker rees hugh laurie orchard books
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,0316525650,9780316525657,eng,414,224,37,8/21/2006,Little  Brown and Company,the medici giraffe and other tales of exotic animals and power,marina belozerskaya,little brown and company,the medici giraffe and other tales of exotic animals and power marina belozerskaya little brown and company
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,0976882302,9780976882305,eng,32,37,9,6/1/2006,Arbordale Publishing,the giraffe who was afraid of heights physical behavioral adaptation,david a ufer kirsten carlson,arbordale publishing,the giraffe who was afraid of heights physical behavioral adaptation david a ufer kirsten carlson arbordale publishing
